LoanID,UserID,LoanScheme,LoanAmount,InterestRate,TenureYears
707,337,Personal Loan,1593480,13.3,25
708,337,Home Loan,674340,13.75,2
709,338,Car Loan,1858163,13.17,15
710,338,Personal Loan,1676617,13.12,7
711,339,Car Loan,1855749,12.11,21
712,339,Education Loan,398088,11.16,26
713,339,Home Loan,1756095,7.07,2
714,340,Business Loan,639478,10.97,6
715,340,Car Loan,1526507,7.93,19
716,341,Personal Loan,334350,14.63,26
717,341,Education Loan,1976797,5.59,9
718,341,Home Loan,1520998,13.66,8
719,342,Car Loan,1787452,7.48,27
720,342,Education Loan,1076469,6.42,21
721,342,Car Loan,1366618,9.14,15
722,343,Personal Loan,894839,10.16,9
723,343,Car Loan,1003565,14.5,11
724,343,Business Loan,55186,13.69,28
725,344,Education Loan,1381357,11.64,12
726,345,Education Loan,506822,14.68,27
727,345,Home Loan,1087492,7.69,27
728,345,Car Loan,758323,10.47,5
729,346,Car Loan,1925178,11.83,2
730,346,Personal Loan,258823,11.26,27
731,347,Personal Loan,1999162,13.58,15
732,348,Education Loan,474292,14.96,30
733,349,Car Loan,383399,13.74,29
734,349,Car Loan,245748,11.55,9
735,349,Personal Loan,829812,11.65,21
736,350,Education Loan,1361987,8.06,23
737,351,Personal Loan,1525761,5.95,7
738,351,Education Loan,213449,6.33,8
739,352,Education Loan,69476,5.08,11
740,352,Personal Loan,1854264,9.22,5
741,352,Education Loan,198537,7.29,3
742,353,Personal Loan,707145,8.68,10
743,354,Home Loan,1395482,14.93,5
744,354,Personal Loan,1162556,10.63,20
745,355,Education Loan,786494,12.22,21
746,356,Education Loan,1342005,11.87,28
747,357,Personal Loan,343628,12.52,19
748,358,Car Loan,950493,8.15,5
749,358,Home Loan,630843,11.45,8
750,359,Business Loan,1562423,11.08,25
751,359,Personal Loan,1828158,13.47,29
752,359,Car Loan,480850,10.18,17
753,360,Education Loan,669796,11.46,26
754,360,Home Loan,1087854,8.86,8
755,360,Education Loan,1388155,10.94,17
756,361,Car Loan,326788,8.87,27
757,361,Business Loan,932614,8.65,22
758,362,Personal Loan,85000,10.87,1
759,362,Car Loan,502445,5.4,2
760,363,Car Loan,1368208,12.13,25
761,363,Education Loan,938301,12.02,3
762,363,Business Loan,1177545,11.16,9
763,364,Personal Loan,1122283,14.21,26
764,364,Home Loan,1174891,8.27,19
765,365,Personal Loan,700472,11.99,24
766,365,Home Loan,171437,7.44,30
767,365,Education Loan,293241,9.53,20
768,366,Home Loan,300490,5.13,5
769,366,Personal Loan,393581,9.96,12
770,367,Car Loan,400146,8.72,24
771,367,Car Loan,1587077,13.86,25
772,367,Personal Loan,752569,13.07,9
773,368,Car Loan,1543850,14.75,21
774,369,Education Loan,1121187,8.6,16
775,369,Business Loan,399975,8.68,9
776,370,Personal Loan,528998,12.41,1
777,370,Personal Loan,1850801,13.63,8
778,370,Personal Loan,1039362,8.64,30
779,371,Personal Loan,1209441,13.03,23
780,372,Education Loan,520842,8.22,14
781,372,Car Loan,618869,13.26,19
782,372,Car Loan,300401,10.02,29
783,373,Home Loan,1736819,10.16,2
784,374,Education Loan,1866201,7.82,28
785,375,Personal Loan,1209916,9.57,12
786,375,Home Loan,661519,10.64,10
787,376,Home Loan,1022924,8.68,16
788,376,Home Loan,1586086,14.0,25
789,376,Home Loan,365760,5.06,14
790,377,Business Loan,776503,11.36,23
791,378,Personal Loan,1641589,11.57,28
792,378,Car Loan,267996,7.05,8
793,379,Personal Loan,348578,12.12,3
794,379,Personal Loan,1982052,7.31,28
795,380,Car Loan,1011456,14.75,3
796,380,Business Loan,250439,10.05,21
797,381,Business Loan,1240806,5.62,22
798,382,Car Loan,597337,13.51,30
799,383,Car Loan,717015,9.53,8
800,383,Personal Loan,475119,6.36,25
801,383,Business Loan,278532,6.55,6
802,384,Car Loan,902518,6.21,12
803,384,Home Loan,997738,8.08,9
804,385,Home Loan,1743653,11.86,27
805,386,Business Loan,134577,7.15,28
806,386,Car Loan,361057,5.91,8
807,386,Car Loan,880984,10.13,22
808,387,Home Loan,115183,14.52,28
809,387,Education Loan,1215919,12.48,8
810,388,Personal Loan,1735893,12.94,4
811,388,Personal Loan,179329,13.3,8
812,389,Education Loan,830643,11.86,21
813,390,Business Loan,592786,14.17,3
814,390,Personal Loan,185207,6.98,21
815,390,Education Loan,1747222,6.29,29
816,391,Personal Loan,1016776,5.51,30
817,392,Education Loan,1090452,5.29,22
818,392,Education Loan,412402,8.54,30
819,393,Car Loan,985353,13.83,2
820,393,Business Loan,1348507,11.17,21
821,394,Education Loan,1901320,10.51,2
822,394,Personal Loan,636732,8.83,14
823,395,Business Loan,572500,11.31,26
824,395,Business Loan,1716913,5.2,13
825,395,Car Loan,1055971,10.45,16
826,396,Business Loan,724453,8.88,6
827,396,Personal Loan,718734,10.97,1
828,396,Car Loan,172874,13.09,16
829,397,Business Loan,538137,14.74,4
830,397,Home Loan,1427544,7.41,18
831,398,Home Loan,1257313,13.47,26
832,399,Home Loan,419309,7.37,11
833,399,Car Loan,1966754,10.92,23
834,400,Business Loan,1231968,6.42,7
835,400,Education Loan,1186917,8.09,16
836,401,Personal Loan,537846,11.02,1
837,402,Personal Loan,745696,14.18,7
838,402,Home Loan,764623,12.17,30
839,403,Personal Loan,359774,10.87,30
840,404,Business Loan,1854954,8.65,3
841,405,Education Loan,1278966,6.01,10
842,405,Car Loan,336159,14.76,24
843,405,Education Loan,1710614,11.39,16
844,406,Home Loan,1533070,14.69,23
845,406,Business Loan,1700441,8.57,22
846,407,Education Loan,693454,12.34,10
847,408,Personal Loan,1522218,14.49,13
848,409,Home Loan,1313300,8.18,26
849,410,Business Loan,268334,14.37,5
850,411,Personal Loan,549113,8.47,11
851,411,Home Loan,1384180,13.85,3
852,411,Car Loan,986650,5.11,7
853,412,Personal Loan,785012,7.57,4
854,412,Personal Loan,150972,8.86,24
855,412,Education Loan,398836,13.85,16
856,413,Business Loan,837160,6.01,16
857,413,Business Loan,1415182,12.58,8
858,414,Personal Loan,1726032,13.46,10
859,414,Personal Loan,718397,7.61,4
860,415,Home Loan,1912126,8.75,24
861,415,Personal Loan,1197239,14.42,3
862,416,Business Loan,1923231,9.83,1
863,416,Education Loan,1420772,6.65,29
864,416,Education Loan,379470,5.54,11
865,417,Education Loan,1512127,10.54,30
866,418,Car Loan,1435374,7.82,8
867,418,Personal Loan,154093,8.93,18
868,418,Education Loan,372101,5.55,1
869,419,Car Loan,1777837,11.62,20
870,420,Personal Loan,103971,7.07,21
871,421,Education Loan,1819512,6.16,26
872,422,Education Loan,1926694,11.61,3
873,422,Business Loan,862703,6.85,29
874,423,Home Loan,984858,5.45,15
875,423,Education Loan,602391,7.26,9
876,424,Home Loan,1627551,11.96,4
877,425,Car Loan,1744876,10.41,25
878,425,Business Loan,527128,10.54,27
879,425,Education Loan,1766320,10.23,18
880,426,Business Loan,1898962,7.36,10
881,426,Personal Loan,877964,14.03,23
882,427,Business Loan,1938391,10.17,19
883,427,Business Loan,359220,6.2,25
884,427,Education Loan,412553,14.49,6
885,428,Home Loan,139497,9.23,22
886,429,Home Loan,1799251,10.95,11
887,430,Personal Loan,863902,10.56,18
888,431,Business Loan,1010825,14.17,1
889,431,Business Loan,1282236,10.23,14
890,432,Home Loan,360797,10.67,19
891,432,Personal Loan,1989714,6.06,25
892,433,Business Loan,1895778,8.44,14
893,433,Car Loan,853300,11.55,19
894,434,Personal Loan,411129,7.75,5
895,434,Business Loan,1326442,11.81,13
896,435,Car Loan,1498112,7.38,24
897,435,Education Loan,1981130,7.69,12
898,436,Car Loan,702107,7.8,16
899,436,Personal Loan,1872215,7.28,10
900,437,Car Loan,615014,12.29,20
901,437,Personal Loan,444129,9.42,30
902,438,Education Loan,1642772,10.17,12
903,438,Personal Loan,1130598,12.91,3
904,438,Car Loan,1538074,10.07,5
905,439,Personal Loan,414353,6.93,27
906,439,Home Loan,1805267,5.58,2
907,439,Education Loan,156030,14.18,23
908,440,Car Loan,1777017,9.64,13
909,440,Personal Loan,1478526,5.31,12
910,441,Education Loan,422419,14.61,16
911,441,Business Loan,1206230,8.5,6
912,441,Car Loan,1620685,13.31,3
913,442,Education Loan,154125,6.63,19
914,443,Home Loan,1471229,7.07,21
915,444,Personal Loan,1863260,12.8,25
916,444,Personal Loan,1044253,14.12,21
917,444,Home Loan,1310686,13.01,8
918,445,Car Loan,1544725,14.67,21
919,445,Car Loan,938787,13.95,28
920,445,Car Loan,1012588,7.52,15
921,446,Business Loan,1778705,11.24,19
922,446,Personal Loan,65408,10.12,22
923,446,Car Loan,1227460,11.47,20
924,447,Personal Loan,1060278,5.64,9
925,447,Car Loan,1856678,7.77,21
926,448,Car Loan,445019,6.5,25
927,448,Home Loan,1936780,5.57,28
928,448,Business Loan,897455,11.61,22
929,449,Personal Loan,1424474,9.97,10
930,449,Car Loan,1951931,9.19,13
931,449,Personal Loan,1272689,12.08,19
932,450,Home Loan,1489313,10.35,26
933,450,Education Loan,1951123,14.41,12
934,451,Home Loan,1812947,11.58,18
935,451,Home Loan,666109,5.98,5
936,452,Business Loan,1649955,14.13,22
937,452,Car Loan,1422448,5.89,12
938,453,Car Loan,931794,12.88,11
939,453,Car Loan,596432,10.86,15
940,453,Personal Loan,1036786,5.54,21
941,454,Business Loan,199350,9.72,7
942,454,Business Loan,301272,13.67,13
943,454,Business Loan,675697,9.13,28
944,455,Home Loan,768630,9.09,19
945,456,Car Loan,1858571,12.16,25
946,457,Car Loan,1373371,14.87,11
947,457,Personal Loan,59884,9.52,7
948,458,Home Loan,1076717,12.85,25
949,458,Personal Loan,321383,11.14,21
950,458,Education Loan,895977,9.29,16
951,459,Personal Loan,1169423,6.99,12
952,460,Business Loan,449668,5.18,1
953,460,Home Loan,524513,11.94,12
954,461,Personal Loan,854363,10.03,10
955,462,Personal Loan,675375,14.48,15
956,463,Business Loan,1149154,8.38,29
957,463,Home Loan,768762,14.96,16
958,463,Car Loan,1623106,6.88,30
959,464,Home Loan,520435,12.27,5
960,465,Personal Loan,1286675,10.05,4
961,465,Car Loan,1541305,11.51,2
962,465,Education Loan,1888246,11.4,25
963,466,Personal Loan,1295549,14.95,22
964,466,Personal Loan,1420630,13.36,2
965,466,Personal Loan,924041,9.44,4
966,467,Education Loan,1521924,6.53,23
967,467,Personal Loan,681486,9.21,4
968,468,Car Loan,1356101,11.06,5
969,468,Education Loan,1792005,13.99,17
970,468,Business Loan,296907,7.83,26
971,469,Home Loan,1327169,7.0,9
972,469,Business Loan,472939,8.58,14
973,470,Personal Loan,1199530,9.96,7
974,471,Car Loan,541793,5.03,22
975,471,Personal Loan,1951865,6.1,19
976,472,Home Loan,238917,12.8,3
977,472,Personal Loan,1947459,7.56,8
978,473,Car Loan,1023660,5.5,27
979,473,Home Loan,1883205,5.39,10
980,474,Car Loan,943376,12.39,4
981,474,Personal Loan,70284,13.52,22
982,474,Home Loan,739251,8.58,15
983,475,Personal Loan,831445,13.15,6
984,475,Personal Loan,890491,9.0,15
985,476,Education Loan,1727509,9.22,29
986,476,Home Loan,287096,6.33,24
987,477,Personal Loan,922473,14.11,16
988,478,Education Loan,430130,11.11,25
989,478,Car Loan,1332111,5.29,22
990,478,Home Loan,1063091,14.2,4
991,479,Personal Loan,182825,7.62,11
992,479,Personal Loan,1527586,13.68,17
993,480,Business Loan,519730,14.78,22
994,480,Car Loan,1138630,10.23,23
995,480,Business Loan,249737,9.33,24
996,481,Car Loan,1441902,11.76,13
997,481,Home Loan,1809579,13.26,29
998,482,Personal Loan,1399304,14.34,17
999,483,Home Loan,207003,12.51,11
1000,483,Home Loan,743936,14.7,2
1001,484,Business Loan,1399134,8.79,27
1002,485,Education Loan,981531,13.01,15
1003,486,Education Loan,712829,6.19,16
1004,486,Personal Loan,265258,9.03,2
1005,487,Personal Loan,1782056,5.91,20
1006,487,Business Loan,1387014,8.05,17
1007,487,Business Loan,483798,11.55,15
1008,488,Personal Loan,1762510,7.23,15
1009,488,Car Loan,1224721,12.67,20
1010,489,Car Loan,1551379,9.53,4
1011,489,Home Loan,54607,8.41,27
1012,489,Car Loan,1198590,10.22,23
1013,490,Home Loan,1082684,6.4,23
1014,491,Education Loan,274314,7.54,7
1015,491,Home Loan,303222,14.3,13
1016,491,Home Loan,1008494,13.25,7
1017,492,Personal Loan,1637857,9.14,30
1018,492,Business Loan,308409,12.72,15
1019,493,Business Loan,1107378,6.35,16
1020,493,Personal Loan,1162254,12.36,18
1021,493,Education Loan,1809124,10.85,30
1022,494,Business Loan,414171,12.3,5
1023,495,Business Loan,1321211,13.83,17
1024,495,Education Loan,928003,14.8,30
1025,496,Car Loan,884393,14.64,10
1026,497,Home Loan,915589,11.03,29
1027,498,Car Loan,1818055,12.01,28
1028,498,Car Loan,1542908,12.37,18
1029,498,Home Loan,471294,7.1,23
1030,499,Car Loan,1981879,11.72,23
1031,499,Home Loan,1106741,10.42,21
1032,499,Car Loan,1539717,6.15,12
1033,500,Business Loan,1246715,14.43,23
1034,500,Education Loan,1463991,12.48,27
1035,501,Education Loan,1745137,5.13,4
1036,501,Personal Loan,848742,6.45,22
1037,502,Car Loan,1623252,12.86,10
1038,503,Home Loan,1810311,5.62,26
1039,503,Car Loan,477820,12.54,2
1040,504,Personal Loan,1342073,13.68,24
1041,504,Business Loan,1863704,7.24,21
1042,505,Home Loan,1121481,12.84,26
1043,505,Car Loan,1503192,11.64,30
1044,506,Education Loan,1702789,14.76,11
1045,506,Business Loan,162831,5.13,9
1046,507,Education Loan,1790601,7.26,21
1047,507,Car Loan,1633575,10.88,24
1048,507,Business Loan,462025,12.76,7
1049,508,Home Loan,1481639,5.74,6
1050,508,Business Loan,300303,8.77,14
1051,509,Car Loan,322769,6.61,28
1052,509,Car Loan,61838,8.31,23
1053,509,Home Loan,133761,6.54,11
1054,510,Business Loan,1818192,11.62,16
1055,511,Car Loan,202842,12.84,11
1056,511,Business Loan,511293,14.57,17
1057,511,Personal Loan,1698903,10.05,14
1058,512,Education Loan,242823,8.49,29
1059,512,Home Loan,1441113,8.32,12
1060,512,Car Loan,508112,14.5,20
1061,513,Business Loan,1777399,12.52,21
1062,513,Personal Loan,290589,11.69,15
1063,514,Business Loan,1976459,11.21,2
1064,514,Car Loan,849796,14.16,4
1065,514,Education Loan,588109,10.4,10
1066,515,Car Loan,1128584,13.03,15
1067,515,Education Loan,141963,7.96,21
1068,515,Home Loan,721744,10.14,4
1069,516,Business Loan,65373,11.27,7
1070,516,Home Loan,1863933,11.85,27
1071,516,Personal Loan,481131,10.38,23
1072,517,Personal Loan,1616343,11.86,1
1073,517,Education Loan,1553381,8.32,3
1074,518,Home Loan,1715589,7.52,3
1075,519,Car Loan,904867,8.88,21
1076,520,Car Loan,85422,8.9,4
1077,520,Business Loan,62370,11.41,20
1078,521,Business Loan,145455,12.01,3
1079,521,Car Loan,1996257,10.03,10
1080,521,Car Loan,1322060,5.87,25
1081,522,Education Loan,1774115,11.61,16
1082,522,Home Loan,1168762,7.2,24
1083,523,Car Loan,1379690,6.44,22
1084,523,Car Loan,73383,10.54,18
1085,523,Home Loan,308442,5.42,19
1086,524,Business Loan,1198244,14.47,10
1087,524,Home Loan,1619291,12.41,24
1088,525,Education Loan,1949239,11.46,17
1089,526,Home Loan,513025,11.17,9
1090,527,Home Loan,1457142,13.0,28
1091,528,Education Loan,1401980,10.5,10
1092,528,Personal Loan,575730,5.98,24
1093,528,Business Loan,1071712,14.52,12
1094,529,Home Loan,259809,7.85,3
1095,529,Home Loan,716445,9.86,11
1096,529,Business Loan,1432908,8.06,19
1097,530,Business Loan,814398,13.08,14
1098,530,Home Loan,60133,8.13,26
1099,530,Home Loan,1543589,12.4,14
1100,531,Home Loan,1475182,12.33,29
1101,531,Education Loan,1020663,9.45,25
1102,532,Business Loan,278238,6.76,20
1103,532,Personal Loan,1815367,7.81,27
1104,533,Home Loan,602043,12.34,21
1105,533,Personal Loan,1575521,5.75,1
1106,533,Business Loan,1374616,5.31,19
1107,534,Business Loan,496191,14.06,18
1108,534,Car Loan,1189737,13.94,18
1109,535,Home Loan,817177,8.92,29
1110,535,Business Loan,1587688,13.57,5
1111,535,Education Loan,1100931,10.1,13
1112,536,Personal Loan,1439737,7.39,26
1113,536,Business Loan,1484790,6.66,17
1114,536,Home Loan,985792,6.59,19
1115,537,Home Loan,1593335,12.32,12
1116,537,Personal Loan,508896,12.61,8
1117,537,Personal Loan,604397,8.69,2
1118,538,Business Loan,1953639,12.91,13
1119,539,Personal Loan,133686,14.81,11
1120,539,Personal Loan,1525841,14.68,21
1121,540,Car Loan,1263478,10.44,6
1122,540,Education Loan,1420856,8.79,19
1123,540,Personal Loan,1133520,7.52,30
1124,541,Education Loan,790080,13.17,12
1125,541,Education Loan,1712323,9.82,20
1126,541,Personal Loan,1102428,13.82,15
1127,542,Personal Loan,1129071,11.43,7
1128,543,Home Loan,809636,11.02,27
1129,544,Home Loan,919507,13.11,24
1130,544,Personal Loan,1059813,11.75,16
1131,544,Home Loan,1288978,6.61,27
1132,545,Home Loan,140480,6.28,19
1133,546,Business Loan,132189,13.91,5
1134,547,Car Loan,1984511,6.8,13
1135,548,Personal Loan,1892366,12.2,22
1136,548,Car Loan,229827,7.17,20
1137,548,Education Loan,1868864,9.82,8
1138,549,Home Loan,1716430,10.83,25
1139,549,Home Loan,1356969,11.6,9
1140,549,Home Loan,1568729,11.86,30
1141,550,Business Loan,194374,7.3,13
1142,550,Home Loan,277688,5.17,17
1143,550,Business Loan,1485223,9.2,5
1144,551,Home Loan,1047970,14.02,20
1145,552,Business Loan,1627861,6.18,16
1146,552,Home Loan,1941599,11.03,27
1147,552,Personal Loan,1931080,14.38,22
1148,553,Business Loan,932238,8.7,2
1149,553,Business Loan,949586,7.29,26
1150,554,Car Loan,1285323,13.05,30
1151,554,Business Loan,254927,9.25,9
1152,555,Personal Loan,644053,10.98,18
1153,556,Home Loan,61470,12.09,26
1154,556,Personal Loan,1262126,10.23,17
1155,557,Home Loan,1492351,13.04,14
1156,557,Car Loan,273521,6.55,21
1157,558,Car Loan,1843016,10.36,19
1158,558,Car Loan,1333206,7.76,22
1159,559,Education Loan,1207847,12.84,16
1160,560,Business Loan,1213733,9.84,10
1161,560,Business Loan,772167,12.74,13
1162,561,Personal Loan,1618280,7.3,26
1163,562,Personal Loan,499751,10.08,26
1164,563,Business Loan,1511835,11.85,2
1165,563,Home Loan,866009,14.65,1
1166,563,Personal Loan,1776491,6.45,30
1167,564,Personal Loan,184386,7.63,12
1168,564,Personal Loan,1327226,5.38,13
1169,565,Business Loan,650769,12.12,20
1170,565,Personal Loan,1672374,13.2,21
1171,565,Education Loan,970591,5.11,28
1172,566,Car Loan,458413,5.34,20
1173,566,Business Loan,1131739,11.98,20
1174,566,Home Loan,1463531,5.36,8
1175,567,Home Loan,232122,14.97,25
1176,568,Education Loan,900292,10.86,17
1177,568,Personal Loan,1595444,12.04,30
1178,569,Car Loan,1572823,13.3,30
1179,569,Business Loan,780008,8.47,27
1180,569,Car Loan,524576,11.06,7
1181,570,Business Loan,59754,7.61,14
1182,570,Business Loan,273273,10.59,17
1183,571,Personal Loan,1733891,10.13,9
1184,571,Business Loan,1755293,12.93,9
1185,572,Education Loan,1231050,9.84,8
1186,572,Car Loan,1676548,9.59,15
1187,573,Education Loan,293832,7.58,13
1188,574,Home Loan,1728060,8.16,12
1189,575,Personal Loan,1519723,13.32,8
1190,575,Car Loan,245054,8.99,24
1191,575,Car Loan,209443,10.55,6
1192,576,Car Loan,508366,13.94,9
1193,576,Home Loan,1614803,11.83,30
1194,577,Home Loan,542539,12.35,28
1195,577,Car Loan,483646,7.29,27
1196,578,Car Loan,377146,12.79,4
1197,578,Personal Loan,1467280,14.56,16
1198,578,Business Loan,63890,12.64,18
1199,579,Car Loan,1351634,8.15,29
1200,579,Business Loan,1871940,7.75,6
1201,580,Education Loan,515762,12.5,5
1202,580,Personal Loan,1152547,12.99,16
1203,581,Business Loan,778317,8.94,22
1204,582,Personal Loan,1514324,10.18,11
1205,582,Personal Loan,74788,11.74,13
1206,583,Car Loan,808335,11.13,9
1207,584,Car Loan,547316,7.69,20
1208,584,Car Loan,817398,6.84,14
1209,584,Home Loan,928901,12.01,12
1210,585,Car Loan,995247,6.8,5
1211,585,Business Loan,1488671,7.29,4
1212,586,Home Loan,1214632,9.32,13
1213,586,Home Loan,355856,13.0,24
1214,587,Personal Loan,420372,9.22,5
1215,587,Business Loan,1169842,12.21,26
1216,588,Car Loan,1228889,13.59,2
1217,588,Education Loan,257565,11.91,2
1218,589,Education Loan,1809451,11.3,15
1219,589,Car Loan,594775,8.61,18
1220,590,Car Loan,91597,9.12,12
1221,590,Business Loan,467245,10.77,21
1222,591,Home Loan,1686426,7.85,11
1223,591,Business Loan,1072348,12.75,15
1224,591,Personal Loan,849163,11.14,15
1225,592,Home Loan,1393394,13.08,11
1226,593,Business Loan,1248810,9.05,30
1227,593,Personal Loan,215909,6.62,8
1228,593,Car Loan,714541,11.53,23
1229,594,Education Loan,618848,13.88,25
1230,594,Car Loan,1618450,10.87,15
1231,594,Education Loan,400891,6.84,1
1232,595,Home Loan,1438361,7.52,24
1233,595,Personal Loan,491600,6.67,4
1234,595,Personal Loan,183782,14.37,16
1235,596,Personal Loan,1666765,8.97,25
1236,597,Car Loan,1346254,6.55,21
1237,598,Home Loan,568828,12.38,15
1238,598,Home Loan,325308,10.27,6
1239,599,Car Loan,1854324,14.15,28
1240,600,Business Loan,621294,10.49,5
1241,600,Business Loan,421272,10.91,15
1242,601,Business Loan,962213,10.23,21
1243,601,Business Loan,699406,14.09,16
1244,601,Business Loan,526322,13.05,15
1245,602,Education Loan,594854,6.56,1
1246,602,Personal Loan,1147473,13.15,28
1247,603,Car Loan,1033979,10.35,23
1248,603,Education Loan,1634341,9.77,1
1249,604,Business Loan,534893,12.97,18
1250,604,Car Loan,445462,9.12,18
